blockType,targetLineLoc,lineSpecs_1,lineSpecs_2,lineSpecs_3,lineSpecs_4,flashLoc,timeIntervalType,distIntervalType,delay,timeInterval,distInterval,targetInterval,fixOn,fixOff,lineOn,lineOff,setOn,setOff,tarOn,saccadeOn,saccadeInRect,feedBackOn,feedBackOff,prodDist_1,prodDist_2,prodDist_3,prodDist_4,RT,blockNum
space,upright,1920,0,960,540,left,inter,short,0.988,0.8,6,6,71.0544540882111,72.0544791221619,72.0544791221619,73.0373780727386,73.0373780727386,73.0540471076965,73.8540511131287,74.1531870365143,74.2532429695129,74.370845079422,74.6707310676575,221.011675305488,41.66129338561,1169.59997558594,469.899993896484,0.29913592338562,10
space,upright,1920,0,960,540,left,inter,long,0.734,0.8,12,12,75.6707360744476,76.6711699962616,76.6711699962616,77.4040870666504,77.4040870666504,77.4207530021667,78.22088098526,78.481761932373,78.5818169116974,78.6874871253967,78.987489938736,336.361665633027,33.9206543740031,1268.30004882812,405.5,0.260880947113037,10
space,upright,1920,0,960,540,left,inter,short,0.907,0.8,6,6,79.9878690242767,80.9878740310669,80.9878740310669,81.8874709606171,81.8874709606171,81.9041349887848,82.7041411399841,82.9527981281281,83.0528519153595,83.1708199977875,83.4708199501038,218.868612797658,43.2410173970546,1168.19995117188,472.5,0.248656988143921,10
space,upright,1920,0,960,540,left,short,long,0.829,0.4,12,12,84.4708330631256,85.4712719917297,85.4712719917297,86.3041849136353,86.3041849136353,86.3208510875702,86.7209739685059,87.1125729084015,87.2126259803772,87.320858001709,87.6208670139313,380.793746249355,45.7087015443441,1311.90002441406,394.5,0.39159893989563,10
space,upright,1920,0,960,540,left,long,short,0.891,1.6,6,6,88.6208729743958,89.6213159561157,89.6213159561157,90.5042269229889,90.5042269229889,90.5208959579468,92.1209080219269,92.3543999195099,92.4544680118561,92.5709171295166,92.8711080551147,261.117529007687,42.2550954477566,1205.30004882812,450.5,0.233491897583008,10
space,upright,1920,0,960,540,left,inter,long,0.859,0.8,12,12,93.8715569972992,94.870943069458,94.870943069458,95.7377281188965,95.7377281188965,95.754292011261,96.554291009903,96.8222761154175,96.9223330020905,97.0376300811768,97.3376309871674,288.47492829175,17.6276139084253,1219.59997558594,414.200012207031,0.267985105514526,10
space,upright,1920,0,960,540,left,inter,inter,0.834,0.8,8,8,98.3376410007477,99.3380630016327,99.3380630016327,100.170993089676,100.170993089676,100.187662124634,100.987673044205,101.317979097366,101.418033123016,101.521013021469,101.821012020111,247.039426046214,47.8658097712468,1194.69995117188,462.899993896484,0.330306053161621,10
space,upright,1920,0,960,540,left,inter,inter,0.72,0.8,8,8,102.821450948715,103.821036100388,103.821036100388,104.537709951401,104.537709951401,104.554374933243,105.354388952255,105.594944000244,105.694999933243,105.804386138916,106.104403018951,264.925235738324,25.6679168572614,1202.40002441406,433.100006103516,0.240555047988892,10
space,upright,1920,0,960,540,left,short,inter,0.594,0.4,8,8,107.104825973511,108.104830980301,108.104830980301,108.704416036606,108.704416036606,108.721260070801,109.121089935303,109.573799133301,109.673852920532,109.787815093994,110.087819099426,186.240865672353,37.5540122857727,1137.40002441406,483.299987792969,0.452709197998047,10
space,upright,1920,0,960,540,left,inter,short,0.669,0.8,6,6,111.088195085526,112.088235139847,112.088235139847,112.754466056824,112.754466056824,112.771127939224,113.571136951447,113.934737920761,114.034793138504,114.137808084488,114.43781208992,263.372027585606,35.0754494032939,1204.69995117188,442.600006103516,0.363600969314575,10
